datetime,rented_bike_count,temperature_c,humidity_pct,wind_speed_mps,visibility_10m,solar_radiation_mj_m2,rainfall_mm,snowfall_cm,hour_sin,hour_cos,is_weekend,is_holiday,functioning_day,season_winter,season_spring,season_summer,season_autumn
2017-12-01 19:00:00,600.0,0.0,77.0,1.7,2000.0,0.0,0.0,0.0,-0.9659258,0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-01 20:00:00,426.0,-0.3,79.0,1.5,1913.0,0.0,0.0,0.0,-0.8660254,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-01 21:00:00,405.0,-0.8,81.0,0.8,1687.0,0.0,0.0,0.0,-0.70710677,0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-01 22:00:00,398.0,-0.9,83.0,1.5,1380.0,0.0,0.0,0.0,-0.5,0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-01 23:00:00,323.0,-1.3,84.0,1.0,1265.0,0.0,0.0,0.0,-0.25881904,0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 00:00:00,328.0,-1.8,87.0,1.1,994.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 01:00:00,308.0,-2.2,86.0,0.6,990.0,0.0,0.0,0.0,0.25881904,0.9659258,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 02:00:00,262.0,-2.9,86.0,1.5,1256.0,0.0,0.0,0.0,0.5,0.8660254,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 03:00:00,167.0,-3.5,81.0,2.2,1221.0,0.0,0.0,0.0,0.70710677,0.70710677,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 04:00:00,89.0,-3.8,79.0,2.0,1167.0,0.0,0.0,0.0,0.8660254,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 05:00:00,79.0,-4.0,79.0,1.5,1202.0,0.0,0.0,0.0,0.9659258,0.25881904,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 06:00:00,70.0,-4.3,82.0,2.1,1178.0,0.0,0.0,0.0,1.0,6.123234e-17,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 07:00:00,146.0,-4.4,81.0,2.5,1276.0,0.0,0.0,0.0,0.9659258,-0.25881904,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 08:00:00,219.0,-4.2,79.0,2.1,1436.0,0.01,0.0,0.0,0.8660254,-0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 09:00:00,328.0,-2.9,68.0,1.6,1487.0,0.3,0.0,0.0,0.70710677,-0.70710677,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 10:00:00,334.0,-0.4,57.0,1.6,1309.0,0.8,0.0,0.0,0.5,-0.8660254,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 11:00:00,388.0,1.9,49.0,1.8,1406.0,1.0,0.0,0.0,0.25881904,-0.9659258,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 12:00:00,479.0,4.3,41.0,1.3,1666.0,1.09,0.0,0.0,1.2246469e-16,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 13:00:00,606.0,6.0,36.0,1.8,1780.0,1.12,0.0,0.0,-0.25881904,-0.9659258,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 14:00:00,611.0,7.3,35.0,1.3,1955.0,0.99,0.0,0.0,-0.5,-0.8660254,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 15:00:00,589.0,7.6,41.0,2.3,1953.0,0.74,0.0,0.0,-0.70710677,-0.70710677,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 16:00:00,618.0,6.4,48.0,2.6,1945.0,0.22,0.0,0.0,-0.8660254,-0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 17:00:00,572.0,6.0,51.0,2.5,1891.0,0.06,0.0,0.0,-0.9659258,-0.25881904,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 18:00:00,489.0,5.5,53.0,1.5,1697.0,0.0,0.0,0.0,-1.0,-1.8369701e-16,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 19:00:00,385.0,5.0,52.0,2.3,1666.0,0.0,0.0,0.0,-0.9659258,0.25881904,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 20:00:00,359.0,4.6,51.0,1.2,1585.0,0.0,0.0,0.0,-0.8660254,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 21:00:00,377.0,4.1,55.0,1.2,1448.0,0.0,0.0,0.0,-0.70710677,0.70710677,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 22:00:00,354.0,3.5,54.0,1.5,1446.0,0.0,0.0,0.0,-0.5,0.8660254,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-02 23:00:00,366.0,4.0,56.0,1.0,1352.0,0.0,0.0,0.0,-0.25881904,0.9659258,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 00:00:00,342.0,4.0,58.0,1.4,1296.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 01:00:00,227.0,3.9,69.0,1.7,485.0,0.0,0.0,0.0,0.25881904,0.9659258,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 02:00:00,228.0,3.3,79.0,1.4,830.0,0.0,0.0,0.0,0.5,0.8660254,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 03:00:00,117.0,3.4,71.0,1.6,1011.0,0.0,0.5,0.0,0.70710677,0.70710677,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 04:00:00,76.0,3.5,73.0,1.0,1060.0,0.0,0.0,0.0,0.8660254,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 05:00:00,32.0,3.9,75.0,1.9,914.0,0.0,0.0,0.0,0.9659258,0.25881904,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 06:00:00,13.0,3.4,86.0,2.5,278.0,0.0,1.0,0.0,1.0,6.123234e-17,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 07:00:00,22.0,3.1,91.0,1.2,129.0,0.0,0.0,0.0,0.9659258,-0.25881904,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 08:00:00,85.0,3.2,92.0,1.8,244.0,0.0,0.0,0.0,0.8660254,-0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 09:00:00,152.0,3.5,91.0,1.8,231.0,0.02,2.5,0.0,0.70710677,-0.70710677,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 10:00:00,200.0,4.4,89.0,2.2,257.0,0.24,0.0,0.0,0.5,-0.8660254,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 11:00:00,273.0,5.1,87.0,1.4,321.0,0.25,0.0,0.0,0.25881904,-0.9659258,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 12:00:00,333.0,5.8,85.0,1.7,349.0,0.43,0.0,0.0,1.2246469e-16,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 13:00:00,495.0,6.8,81.0,1.9,390.0,0.6,0.0,0.0,-0.25881904,-0.9659258,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 14:00:00,563.0,7.6,76.0,1.2,422.0,0.69,0.0,0.0,-0.5,-0.8660254,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 15:00:00,621.0,8.0,73.0,1.6,433.0,0.53,0.0,0.0,-0.70710677,-0.70710677,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 16:00:00,598.0,7.6,77.0,1.6,399.0,0.2,0.0,0.0,-0.8660254,-0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 17:00:00,545.0,6.7,82.0,1.5,358.0,0.05,0.0,0.0,-0.9659258,-0.25881904,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 18:00:00,443.0,6.0,84.0,1.9,327.0,0.0,0.0,0.0,-1.0,-1.8369701e-16,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 19:00:00,422.0,5.7,85.0,1.7,309.0,0.0,0.0,0.0,-0.9659258,0.25881904,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 20:00:00,397.0,5.2,87.0,1.4,253.0,0.0,0.0,0.0,-0.8660254,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 21:00:00,385.0,4.7,87.0,1.2,247.0,0.0,0.0,0.0,-0.70710677,0.70710677,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 22:00:00,350.0,4.3,89.0,1.8,201.0,0.0,0.0,0.0,-0.5,0.8660254,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-03 23:00:00,303.0,3.9,90.0,1.3,194.0,0.0,0.0,0.0,-0.25881904,0.9659258,1.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 00:00:00,285.0,4.2,88.0,0.6,216.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 01:00:00,186.0,4.3,87.0,0.5,221.0,0.0,0.0,0.0,0.25881904,0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 02:00:00,112.0,4.4,87.0,1.8,207.0,0.0,0.0,0.0,0.5,0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 03:00:00,65.0,3.6,85.0,2.3,206.0,0.0,0.0,0.0,0.70710677,0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 04:00:00,41.0,2.8,89.0,1.5,130.0,0.0,0.0,0.0,0.8660254,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 05:00:00,82.0,2.0,83.0,2.7,253.0,0.0,0.0,0.0,0.9659258,0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 06:00:00,200.0,1.2,76.0,3.7,371.0,0.0,0.1,0.0,1.0,6.123234e-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 07:00:00,498.0,0.2,68.0,3.4,702.0,0.0,0.0,0.0,0.9659258,-0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 08:00:00,937.0,-0.8,69.0,3.5,954.0,0.01,0.0,0.0,0.8660254,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 09:00:00,509.0,-1.5,47.0,4.2,1888.0,0.22,0.0,0.0,0.70710677,-0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 10:00:00,311.0,-1.1,40.0,4.5,2000.0,0.64,0.0,0.0,0.5,-0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 11:00:00,379.0,-0.5,41.0,4.1,1799.0,0.94,0.0,0.0,0.25881904,-0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 12:00:00,393.0,-0.3,38.0,4.8,1823.0,1.11,0.0,0.0,1.2246469e-16,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 13:00:00,391.0,0.0,30.0,5.4,1938.0,1.17,0.0,0.0,-0.25881904,-0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 14:00:00,338.0,0.1,27.0,4.5,2000.0,1.09,0.0,0.0,-0.5,-0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 15:00:00,341.0,-0.1,25.0,5.8,2000.0,0.88,0.0,0.0,-0.70710677,-0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 16:00:00,375.0,-0.2,23.0,4.7,2000.0,0.55,0.0,0.0,-0.8660254,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 17:00:00,515.0,-1.3,26.0,5.3,2000.0,0.18,0.0,0.0,-0.9659258,-0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 18:00:00,807.0,-2.1,29.0,3.9,2000.0,0.0,0.0,0.0,-1.0,-1.8369701e-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 19:00:00,568.0,-2.9,32.0,3.2,2000.0,0.0,0.0,0.0,-0.9659258,0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 20:00:00,398.0,-3.6,38.0,3.0,2000.0,0.0,0.0,0.0,-0.8660254,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 21:00:00,397.0,-4.6,43.0,4.5,2000.0,0.0,0.0,0.0,-0.70710677,0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 22:00:00,353.0,-5.3,45.0,2.5,2000.0,0.0,0.0,0.0,-0.5,0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-04 23:00:00,248.0,-5.8,44.0,2.4,2000.0,0.0,0.0,0.0,-0.25881904,0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 00:00:00,216.0,-6.1,42.0,2.6,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 01:00:00,198.0,-6.5,41.0,2.8,2000.0,0.0,0.0,0.0,0.25881904,0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 02:00:00,124.0,-6.8,41.0,2.5,2000.0,0.0,0.0,0.0,0.5,0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 03:00:00,62.0,-6.9,39.0,2.0,2000.0,0.0,0.0,0.0,0.70710677,0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 04:00:00,42.0,-7.2,34.0,3.0,2000.0,0.0,0.0,0.0,0.8660254,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 05:00:00,82.0,-7.4,33.0,2.6,2000.0,0.0,0.0,0.0,0.9659258,0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 06:00:00,172.0,-7.4,34.0,3.2,2000.0,0.0,0.0,0.0,1.0,6.123234e-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 07:00:00,381.0,-7.5,33.0,2.2,2000.0,0.0,0.0,0.0,0.9659258,-0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 08:00:00,812.0,-8.1,36.0,1.6,2000.0,0.01,0.0,0.0,0.8660254,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 09:00:00,462.0,-7.6,31.0,1.3,1974.0,0.21,0.0,0.0,0.70710677,-0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 10:00:00,269.0,-5.5,26.0,2.8,1967.0,0.64,0.0,0.0,0.5,-0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 11:00:00,334.0,-3.9,25.0,0.0,1959.0,0.0,0.0,0.0,0.25881904,-0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 12:00:00,321.0,-2.3,25.0,0.0,1962.0,0.0,0.0,0.0,1.2246469e-16,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 13:00:00,325.0,-1.6,27.0,0.0,1955.0,0.0,0.0,0.0,-0.25881904,-0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 14:00:00,334.0,-1.1,28.0,0.0,2000.0,0.0,0.0,0.0,-0.5,-0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 15:00:00,353.0,-0.7,28.0,0.0,2000.0,0.0,0.0,0.0,-0.70710677,-0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 16:00:00,435.0,-0.5,30.0,0.0,2000.0,0.0,0.0,0.0,-0.8660254,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 17:00:00,529.0,-1.6,35.0,0.0,2000.0,0.0,0.0,0.0,-0.9659258,-0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 18:00:00,789.0,-2.6,40.0,0.0,2000.0,0.0,0.0,0.0,-1.0,-1.8369701e-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 19:00:00,597.0,-3.2,45.0,0.0,2000.0,0.0,0.0,0.0,-0.9659258,0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 20:00:00,418.0,-3.5,46.0,0.0,2000.0,0.0,0.0,0.0,-0.8660254,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 21:00:00,415.0,-3.7,47.0,0.0,2000.0,0.0,0.0,0.0,-0.70710677,0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 22:00:00,393.0,-2.8,49.0,0.0,2000.0,0.0,0.0,0.0,-0.5,0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-05 23:00:00,244.0,-2.5,59.0,0.0,1210.0,0.0,0.0,0.0,-0.25881904,0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 00:00:00,145.0,-2.8,77.0,0.0,331.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 01:00:00,144.0,-3.0,79.0,0.0,293.0,0.0,0.0,0.3,0.25881904,0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 02:00:00,117.0,-3.0,79.0,0.0,1862.0,0.0,0.0,0.4,0.5,0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 03:00:00,78.0,-3.2,78.0,0.0,1808.0,0.0,0.2,0.4,0.70710677,0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 04:00:00,58.0,-3.4,75.0,0.0,1982.0,0.0,0.0,0.4,0.8660254,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 05:00:00,87.0,-3.6,76.0,0.0,1934.0,0.0,0.0,0.4,0.9659258,0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 06:00:00,142.0,-3.7,76.0,0.0,1864.0,0.0,0.0,0.4,1.0,6.123234e-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 07:00:00,379.0,-4.2,77.0,0.0,1741.0,0.0,0.0,0.3,0.9659258,-0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 08:00:00,802.0,-4.2,78.0,0.0,1518.0,0.01,0.0,0.2,0.8660254,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 09:00:00,440.0,-3.3,70.0,0.0,1324.0,0.25,0.0,0.2,0.70710677,-0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 10:00:00,307.0,-0.9,64.0,0.0,1224.0,0.63,0.0,0.2,0.5,-0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 11:00:00,381.0,1.6,57.0,1.2,1261.0,0.93,0.0,0.0,0.25881904,-0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 12:00:00,405.0,2.4,52.0,0.9,1224.0,1.08,0.0,0.0,1.2246469e-16,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 13:00:00,442.0,4.2,47.0,1.1,1469.0,1.1,0.0,0.0,-0.25881904,-0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 14:00:00,416.0,5.5,34.0,1.0,1966.0,0.96,0.0,0.0,-0.5,-0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 15:00:00,412.0,5.5,31.0,3.1,1968.0,0.72,0.0,0.0,-0.70710677,-0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 16:00:00,496.0,5.3,37.0,2.9,2000.0,0.36,0.0,0.0,-0.8660254,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 17:00:00,239.0,4.1,60.0,2.5,1565.0,0.1,0.0,0.0,-0.9659258,-0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 18:00:00,204.0,1.7,90.0,1.0,66.0,0.0,0.3,0.3,-1.0,-1.8369701e-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 19:00:00,205.0,1.2,92.0,0.7,180.0,0.0,0.0,1.0,-0.9659258,0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 20:00:00,190.0,1.2,94.0,0.6,228.0,0.0,0.0,1.0,-0.8660254,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 21:00:00,165.0,1.1,92.0,0.5,235.0,0.0,0.7,1.0,-0.70710677,0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 22:00:00,222.0,1.3,92.0,0.6,233.0,0.0,0.0,1.0,-0.5,0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-06 23:00:00,193.0,1.3,92.0,0.6,209.0,0.0,0.0,1.0,-0.25881904,0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 00:00:00,198.0,1.4,92.0,0.5,240.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 01:00:00,218.0,1.5,92.0,0.4,227.0,0.0,0.0,0.9,0.25881904,0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 02:00:00,149.0,1.4,92.0,0.7,168.0,0.0,0.0,0.9,0.5,0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 03:00:00,102.0,1.9,91.0,1.4,218.0,0.0,0.0,0.9,0.70710677,0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 04:00:00,62.0,1.6,92.0,0.7,119.0,0.0,0.0,0.9,0.8660254,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 05:00:00,83.0,1.5,92.0,1.1,175.0,0.0,0.0,0.9,0.9659258,0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 06:00:00,137.0,1.0,93.0,0.5,148.0,0.0,0.0,0.9,1.0,6.123234e-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 07:00:00,367.0,0.3,93.0,0.5,173.0,0.0,0.0,0.9,0.9659258,-0.25881904,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 08:00:00,754.0,-0.2,96.0,0.8,173.0,0.01,0.0,0.8,0.8660254,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 09:00:00,415.0,0.1,91.0,0.8,265.0,0.14,0.0,0.8,0.70710677,-0.70710677,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 10:00:00,321.0,1.1,83.0,0.7,311.0,0.41,0.0,0.7,0.5,-0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 11:00:00,333.0,2.3,69.0,1.7,628.0,0.63,0.0,0.6,0.25881904,-0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 12:00:00,431.0,3.7,65.0,2.4,833.0,0.98,0.0,0.3,1.2246469e-16,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 13:00:00,394.0,4.1,37.0,3.1,1767.0,1.14,0.0,0.0,-0.25881904,-0.9659258,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2017-12-07 14:00:00,390.0,4.4,36.0,2.7,1975.0,1.04,0.0,0.0,-0.5,-0.8660254,0.0,0.0,1.0,1.0,0.0,0.0,0.0
